danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album,year,artist,album_popularity
0.215,0.444,1,-16.014,1,0.0485,0.92,0.999,0.793,0.0376,47.796,audio_features,3YCsdyb6McJe5VDtycTvf2,spotify:track:3YCsdyb6McJe5VDtycTvf2,https://api.spotify.com/v1/tracks/3YCsdyb6McJe5VDtycTvf2,https://api.spotify.com/v1/audio-analysis/3YCsdyb6McJe5VDtycTvf2,41093,4,Human (Intro),Morbid Tales,1984,Celtic Frost,39
0.146,0.962,11,-7.394,0,0.0763,1.84e-06,0.876,0.59,0.26,169.561,audio_features,4xQO8MVtFZOW2KJMBuAB2p,spotify:track:4xQO8MVtFZOW2KJMBuAB2p,https://api.spotify.com/v1/tracks/4xQO8MVtFZOW2KJMBuAB2p,https://api.spotify.com/v1/audio-analysis/4xQO8MVtFZOW2KJMBuAB2p,219173,4,Into the Crypts of Rays,Morbid Tales,1984,Celtic Frost,39
0.181,0.926,2,-7.303,1,0.0588,1.15e-06,0.916,0.0792,0.163,154.723,audio_features,4UUCdlHYcQifK8x8qcK3ca,spotify:track:4UUCdlHYcQifK8x8qcK3ca,https://api.spotify.com/v1/tracks/4UUCdlHYcQifK8x8qcK3ca,https://api.spotify.com/v1/audio-analysis/4UUCdlHYcQifK8x8qcK3ca,288933,4,Visions of Mortality,Morbid Tales,1984,Celtic Frost,39
0.258,0.905,4,-7.576,1,0.0541,3.69e-06,0.894,0.0544,0.157,136.104,audio_features,7LW3MsXbEkJPXcEoiRoFd5,spotify:track:7LW3MsXbEkJPXcEoiRoFd5,https://api.spotify.com/v1/tracks/7LW3MsXbEkJPXcEoiRoFd5,https://api.spotify.com/v1/audio-analysis/7LW3MsXbEkJPXcEoiRoFd5,278000,4,Dethroned Emperor,Morbid Tales,1984,Celtic Frost,39
0.179,0.943,11,-7.104,0,0.045,1.02e-06,0.881,0.145,0.499,141.511,audio_features,0kLm1VTFWFSzmMmcSy7zOz,spotify:track:0kLm1VTFWFSzmMmcSy7zOz,https://api.spotify.com/v1/tracks/0kLm1VTFWFSzmMmcSy7zOz,https://api.spotify.com/v1/audio-analysis/0kLm1VTFWFSzmMmcSy7zOz,208733,4,Morbid Tales,Morbid Tales,1984,Celtic Frost,39
0.269,0.755,11,-7.14,0,0.0297,2.69e-06,0.641,0.0704,0.246,185.314,audio_features,1RyEhDluS4uImGan8BuoRh,spotify:track:1RyEhDluS4uImGan8BuoRh,https://api.spotify.com/v1/tracks/1RyEhDluS4uImGan8BuoRh,https://api.spotify.com/v1/audio-analysis/1RyEhDluS4uImGan8BuoRh,244867,4,Procreation (Of the Wicked),Morbid Tales,1984,Celtic Frost,39
0.355,0.929,10,-6.58,0,0.036,2.98e-06,0.744,0.225,0.317,134.726,audio_features,05SuNMmlaYKRbJaN3QZMDg,spotify:track:05SuNMmlaYKRbJaN3QZMDg,https://api.spotify.com/v1/tracks/05SuNMmlaYKRbJaN3QZMDg,https://api.spotify.com/v1/audio-analysis/05SuNMmlaYKRbJaN3QZMDg,247667,4,Return to the Eve,Morbid Tales,1984,Celtic Frost,39
0.195,0.804,1,-11.273,1,0.0837,0.388,0.00064,0.288,0.0324,82.361,audio_features,56iyJoi7vW5rKgZwWD4S8v,spotify:track:56iyJoi7vW5rKgZwWD4S8v,https://api.spotify.com/v1/tracks/56iyJoi7vW5rKgZwWD4S8v,https://api.spotify.com/v1/audio-analysis/56iyJoi7vW5rKgZwWD4S8v,231667,4,Danse Macabre,Morbid Tales,1984,Celtic Frost,39
0.242,0.966,2,-6.51,1,0.109,4.22e-06,0.571,0.383,0.187,99.048,audio_features,7FdTmlyMf8VOl9oMDpc6Xw,spotify:track:7FdTmlyMf8VOl9oMDpc6Xw,https://api.spotify.com/v1/tracks/7FdTmlyMf8VOl9oMDpc6Xw,https://api.spotify.com/v1/audio-analysis/7FdTmlyMf8VOl9oMDpc6Xw,218267,4,Nocturnal Fear,Morbid Tales,1984,Celtic Frost,39
0.165,0.917,9,-9.226,1,0.0606,8.81e-05,0.955,0.36,0.227,85.747,audio_features,4PAsYAQCAm5pNPPtqIZmwF,spotify:track:4PAsYAQCAm5pNPPtqIZmwF,https://api.spotify.com/v1/tracks/4PAsYAQCAm5pNPPtqIZmwF,https://api.spotify.com/v1/audio-analysis/4PAsYAQCAm5pNPPtqIZmwF,268733,4,Circle of the Tyrants - Emperor's Return EP,Morbid Tales,1984,Celtic Frost,39
0.218,0.965,4,-8.559,0,0.1,8.13e-05,0.959,0.202,0.187,108.53,audio_features,1ldxic47VuJpMJ9U3B9l6K,spotify:track:1ldxic47VuJpMJ9U3B9l6K,https://api.spotify.com/v1/tracks/1ldxic47VuJpMJ9U3B9l6K,https://api.spotify.com/v1/audio-analysis/1ldxic47VuJpMJ9U3B9l6K,253293,4,Visual Aggression (Emperor's Return EP),Morbid Tales,1984,Celtic Frost,39
0.248,0.953,4,-8.53,1,0.0684,2.92e-05,0.969,0.34,0.387,91.452,audio_features,2SkuRscJnIVP2sKhPUGZUQ,spotify:track:2SkuRscJnIVP2sKhPUGZUQ,https://api.spotify.com/v1/tracks/2SkuRscJnIVP2sKhPUGZUQ,https://api.spotify.com/v1/audio-analysis/2SkuRscJnIVP2sKhPUGZUQ,276067,4,Suicidal Winds (Emperor's Return EP),Morbid Tales,1984,Celtic Frost,39
0.324,0.837,10,-10.142,0,0.101,1.83e-06,0.944,0.0882,0.635,103.928,audio_features,6Z2McHf57ikVCiAkWvicg1,spotify:track:6Z2McHf57ikVCiAkWvicg1,https://api.spotify.com/v1/tracks/6Z2McHf57ikVCiAkWvicg1,https://api.spotify.com/v1/audio-analysis/6Z2McHf57ikVCiAkWvicg1,265893,4,Pierced from Within,Pierced From Within,1995,Suffocation,36
0.308,0.879,8,-10.638,0,0.0874,2.09e-06,0.926,0.115,0.631,137.012,audio_features,4bQcckDpE6MzROoP7fhErj,spotify:track:4bQcckDpE6MzROoP7fhErj,https://api.spotify.com/v1/tracks/4bQcckDpE6MzROoP7fhErj,https://api.spotify.com/v1/audio-analysis/4bQcckDpE6MzROoP7fhErj,314933,4,Thrones of Blood,Pierced From Within,1995,Suffocation,36
0.283,0.849,1,-10.349,1,0.102,3.45e-06,0.939,0.179,0.592,103.569,audio_features,3MiaEKkBa1QrIH8se9ElJu,spotify:track:3MiaEKkBa1QrIH8se9ElJu,https://api.spotify.com/v1/tracks/3MiaEKkBa1QrIH8se9ElJu,https://api.spotify.com/v1/audio-analysis/3MiaEKkBa1QrIH8se9ElJu,333000,4,Depths of Depravity,Pierced From Within,1995,Suffocation,36
0.311,0.793,8,-10.381,0,0.126,2.41e-06,0.943,0.0718,0.737,100.396,audio_features,4XLxPiHbZu1i7oZs2jGQnS,spotify:track:4XLxPiHbZu1i7oZs2jGQnS,https://api.spotify.com/v1/tracks/4XLxPiHbZu1i7oZs2jGQnS,https://api.spotify.com/v1/audio-analysis/4XLxPiHbZu1i7oZs2jGQnS,391107,4,Suspended in Tribulation,Pierced From Within,1995,Suffocation,36
0.283,0.871,1,-10.235,1,0.139,3.72e-06,0.94,0.0913,0.54,141.273,audio_features,1IDHO8KkIylw9Uv8Md38vO,spotify:track:1IDHO8KkIylw9Uv8Md38vO,https://api.spotify.com/v1/tracks/1IDHO8KkIylw9Uv8Md38vO,https://api.spotify.com/v1/audio-analysis/1IDHO8KkIylw9Uv8Md38vO,325827,3,Torn into Enthrallment,Pierced From Within,1995,Suffocation,36
0.296,0.888,10,-10.324,0,0.106,1.78e-06,0.932,0.0795,0.567,105.526,audio_features,4DJWXpvDOR2ZV3wDNNKl9N,spotify:track:4DJWXpvDOR2ZV3wDNNKl9N,https://api.spotify.com/v1/tracks/4DJWXpvDOR2ZV3wDNNKl9N,https://api.spotify.com/v1/audio-analysis/4DJWXpvDOR2ZV3wDNNKl9N,276600,4,The Invoking,Pierced From Within,1995,Suffocation,36
0.304,0.907,1,-10.198,1,0.101,1.17e-06,0.942,0.307,0.643,114.227,audio_features,03LNtELU3mftqFQw8qYqrW,spotify:track:03LNtELU3mftqFQw8qYqrW,https://api.spotify.com/v1/tracks/03LNtELU3mftqFQw8qYqrW,https://api.spotify.com/v1/audio-analysis/03LNtELU3mftqFQw8qYqrW,233400,4,Synthetically Revived,Pierced From Within,1995,Suffocation,36
0.272,0.913,1,-10.126,1,0.0873,2.26e-06,0.945,0.109,0.598,103.329,audio_features,0aIxHwHVjNrF3GZbqEDh2M,spotify:track:0aIxHwHVjNrF3GZbqEDh2M,https://api.spotify.com/v1/tracks/0aIxHwHVjNrF3GZbqEDh2M,https://api.spotify.com/v1/audio-analysis/0aIxHwHVjNrF3GZbqEDh2M,276067,4,Brood of Hatred,Pierced From Within,1995,Suffocation,36
0.288,0.854,1,-10.358,1,0.131,2.75e-06,0.942,0.0827,0.678,106.777,audio_features,1WSA3g5lYHiXw7CYCVvyZJ,spotify:track:1WSA3g5lYHiXw7CYCVvyZJ,https://api.spotify.com/v1/tracks/1WSA3g5lYHiXw7CYCVvyZJ,https://api.spotify.com/v1/audio-analysis/1WSA3g5lYHiXw7CYCVvyZJ,309333,4,Breeding the Spawn - Pierced Version,Pierced From Within,1995,Suffocation,36
0.434,0.793,11,-9.068,1,0.0491,0.0345,0.441,0.606,0.435,99.364,audio_features,6AqmPK4TLjBszIOex2Dl6R,spotify:track:6AqmPK4TLjBszIOex2Dl6R,https://api.spotify.com/v1/tracks/6AqmPK4TLjBszIOex2Dl6R,https://api.spotify.com/v1/audio-analysis/6AqmPK4TLjBszIOex2Dl6R,67760,3,Thir13teen,Life Is Killing Me,2003,Type O Negative,52
0.474,0.977,8,-8.651,0,0.15,0.024,0.604,0.0931,0.0449,100.557,audio_features,4eGHEHqoDMMejzPhRFTc7p,spotify:track:4eGHEHqoDMMejzPhRFTc7p,https://api.spotify.com/v1/tracks/4eGHEHqoDMMejzPhRFTc7p,https://api.spotify.com/v1/audio-analysis/4eGHEHqoDMMejzPhRFTc7p,308827,4,I Don't Wanna Be Me,Life Is Killing Me,2003,Type O Negative,52
0.394,0.92,4,-8.656,1,0.103,0.063,0.864,0.286,0.348,143.687,audio_features,5VaXh4TggBWQemgW77udo1,spotify:track:5VaXh4TggBWQemgW77udo1,https://api.spotify.com/v1/tracks/5VaXh4TggBWQemgW77udo1,https://api.spotify.com/v1/audio-analysis/5VaXh4TggBWQemgW77udo1,325520,4,Less Than Zero,Life Is Killing Me,2003,Type O Negative,52
0.42,0.944,11,-7.461,1,0.0761,0.153,0.117,0.201,0.364,101.469,audio_features,0FmYI543bxCeoPuPnjkmTr,spotify:track:0FmYI543bxCeoPuPnjkmTr,https://api.spotify.com/v1/tracks/0FmYI543bxCeoPuPnjkmTr,https://api.spotify.com/v1/audio-analysis/0FmYI543bxCeoPuPnjkmTr,250533,4,Todd's Ship Gods (Above All Things),Life Is Killing Me,2003,Type O Negative,52
0.543,0.994,1,-5.74,0,0.0749,0.0836,6.78e-05,0.226,0.205,103.474,audio_features,4uoF4vx1s6oylKN50TaWMJ,spotify:track:4uoF4vx1s6oylKN50TaWMJ,https://api.spotify.com/v1/tracks/4uoF4vx1s6oylKN50TaWMJ,https://api.spotify.com/v1/audio-analysis/4uoF4vx1s6oylKN50TaWMJ,155307,4,I Like Goils,Life Is Killing Me,2003,Type O Negative,52
0.277,0.855,6,-7.914,1,0.0628,0.172,0.258,0.232,0.239,120.022,audio_features,3E71eJf7crlDwVY1lHFb8R,spotify:track:3E71eJf7crlDwVY1lHFb8R,https://api.spotify.com/v1/tracks/3E71eJf7crlDwVY1lHFb8R,https://api.spotify.com/v1/audio-analysis/3E71eJf7crlDwVY1lHFb8R,433071,4,...A Dish Best Served Coldly,Life Is Killing Me,2003,Type O Negative,52
0.221,0.952,2,-7.19,1,0.221,0.072,0.00653,0.891,0.22,141.976,audio_features,7tyvqTqojfwpIaghLg875q,spotify:track:7tyvqTqojfwpIaghLg875q,https://api.spotify.com/v1/tracks/7tyvqTqojfwpIaghLg875q,https://api.spotify.com/v1/audio-analysis/7tyvqTqojfwpIaghLg875q,455504,4,How Could She?,Life Is Killing Me,2003,Type O Negative,52
0.257,0.91,6,-8.315,1,0.246,0.108,0.227,0.122,0.146,112.87,audio_features,2kxAHDqcVvD3qYetBLCdZC,spotify:track:2kxAHDqcVvD3qYetBLCdZC,https://api.spotify.com/v1/tracks/2kxAHDqcVvD3qYetBLCdZC,https://api.spotify.com/v1/audio-analysis/2kxAHDqcVvD3qYetBLCdZC,395036,4,Life Is Killing Me,Life Is Killing Me,2003,Type O Negative,52
0.404,0.824,4,-8.011,1,0.0694,0.177,0.0371,0.293,0.254,107.933,audio_features,3W6sY8TV0geWZLSBIWKwyo,spotify:track:3W6sY8TV0geWZLSBIWKwyo,https://api.spotify.com/v1/tracks/3W6sY8TV0geWZLSBIWKwyo,https://api.spotify.com/v1/audio-analysis/3W6sY8TV0geWZLSBIWKwyo,286707,4,Nettie,Life Is Killing Me,2003,Type O Negative,52
0.416,0.895,2,-7.423,1,0.0924,0.0201,0.11,0.0887,0.345,160.354,audio_features,5GMKjrDygBsbsAU0U0FyDZ,spotify:track:5GMKjrDygBsbsAU0U0FyDZ,https://api.spotify.com/v1/tracks/5GMKjrDygBsbsAU0U0FyDZ,https://api.spotify.com/v1/audio-analysis/5GMKjrDygBsbsAU0U0FyDZ,398627,4,(We Were) Electrocute,Life Is Killing Me,2003,Type O Negative,52
0.25,0.955,4,-7.142,1,0.106,0.162,0.268,0.524,0.298,121.833,audio_features,16m8dqnXoAmu40eCp1BESe,spotify:track:16m8dqnXoAmu40eCp1BESe,https://api.spotify.com/v1/tracks/16m8dqnXoAmu40eCp1BESe,https://api.spotify.com/v1/audio-analysis/16m8dqnXoAmu40eCp1BESe,380240,4,IYDKMIGTHTKY (Gimme That),Life Is Killing Me,2003,Type O Negative,52
0.451,0.993,1,-6.208,0,0.274,0.0232,0.0041,0.223,0.084,97.164,audio_features,5gAF6KOAzjUxW60p91zIMo,spotify:track:5gAF6KOAzjUxW60p91zIMo,https://api.spotify.com/v1/tracks/5gAF6KOAzjUxW60p91zIMo,https://api.spotify.com/v1/audio-analysis/5gAF6KOAzjUxW60p91zIMo,219067,4,Angry Inch,Life Is Killing Me,2003,Type O Negative,52
0.331,0.849,9,-9.006,1,0.109,0.0793,0.391,0.265,0.155,137.405,audio_features,0c03LEUpwW0O2tmt0dfktG,spotify:track:0c03LEUpwW0O2tmt0dfktG,https://api.spotify.com/v1/tracks/0c03LEUpwW0O2tmt0dfktG,https://api.spotify.com/v1/audio-analysis/0c03LEUpwW0O2tmt0dfktG,401187,4,Anesthesia,Life Is Killing Me,2003,Type O Negative,52
0.217,0.817,11,-9.564,1,0.0744,0.768,0.911,0.487,0.0561,145.07,audio_features,3E5jy4PL3pW4m9UqdQpp9m,spotify:track:3E5jy4PL3pW4m9UqdQpp9m,https://api.spotify.com/v1/tracks/3E5jy4PL3pW4m9UqdQpp9m,https://api.spotify.com/v1/audio-analysis/3E5jy4PL3pW4m9UqdQpp9m,87467,5,Drunk in Paris,Life Is Killing Me,2003,Type O Negative,52
0.365,0.945,11,-6.227,1,0.0992,0.0342,0.0215,0.423,0.172,137.66,audio_features,1Mmm2wxcZpgYZ2v9ybRJW3,spotify:track:1Mmm2wxcZpgYZ2v9ybRJW3,https://api.spotify.com/v1/tracks/1Mmm2wxcZpgYZ2v9ybRJW3,https://api.spotify.com/v1/audio-analysis/1Mmm2wxcZpgYZ2v9ybRJW3,307200,4,The Dream Is Dead,Life Is Killing Me,2003,Type O Negative,52
0,0.0304,8,-17.836,1,0,0.000238,0.596,0.0694,0,0,audio_features,7p36Bt4NCNz9f4CCUbnCQ2,spotify:track:7p36Bt4NCNz9f4CCUbnCQ2,https://api.spotify.com/v1/tracks/7p36Bt4NCNz9f4CCUbnCQ2,https://api.spotify.com/v1/audio-analysis/7p36Bt4NCNz9f4CCUbnCQ2,11227,0,Skip It,World Coming Down,1999,Type O Negative,44
0.313,0.883,1,-6.372,1,0.0686,0.000757,0.00721,0.0897,0.109,103.71,audio_features,1MksROV8M2AvosxFAAPksF,spotify:track:1MksROV8M2AvosxFAAPksF,https://api.spotify.com/v1/tracks/1MksROV8M2AvosxFAAPksF,https://api.spotify.com/v1/audio-analysis/1MksROV8M2AvosxFAAPksF,501573,4,White Slavery,World Coming Down,1999,Type O Negative,44
0.396,0.184,1,-22.759,1,0.227,0.0622,0.782,0.206,0.0361,98.147,audio_features,4ZYZQKztouVbzhRnJ2DhEE,spotify:track:4ZYZQKztouVbzhRnJ2DhEE,https://api.spotify.com/v1/tracks/4ZYZQKztouVbzhRnJ2DhEE,https://api.spotify.com/v1/audio-analysis/4ZYZQKztouVbzhRnJ2DhEE,53067,5,Sinus,World Coming Down,1999,Type O Negative,44
0.459,0.935,7,-5.888,1,0.0997,0.0193,0.0179,0.418,0.231,128.31,audio_features,79EACeCkWN8sh9xHQW1VAU,spotify:track:79EACeCkWN8sh9xHQW1VAU,https://api.spotify.com/v1/tracks/79EACeCkWN8sh9xHQW1VAU,https://api.spotify.com/v1/audio-analysis/79EACeCkWN8sh9xHQW1VAU,371400,4,Everyone I Love Is Dead,World Coming Down,1999,Type O Negative,44
0.251,0.842,1,-6.531,0,0.123,0.0147,0.00274,0.244,0.273,88.471,audio_features,3uXXpJG0hAMXoYzOjNG5Mn,spotify:track:3uXXpJG0hAMXoYzOjNG5Mn,https://api.spotify.com/v1/tracks/3uXXpJG0hAMXoYzOjNG5Mn,https://api.spotify.com/v1/audio-analysis/3uXXpJG0hAMXoYzOjNG5Mn,401293,4,Who Will Save the Sane?,World Coming Down,1999,Type O Negative,44
0.376,0.601,10,-22.559,0,0.0884,0.318,0.263,0.765,0.0375,52.335,audio_features,0xQkGyOIwxlsrJqLMDnjJI,spotify:track:0xQkGyOIwxlsrJqLMDnjJI,https://api.spotify.com/v1/tracks/0xQkGyOIwxlsrJqLMDnjJI,https://api.spotify.com/v1/audio-analysis/0xQkGyOIwxlsrJqLMDnjJI,102333,4,Liver,World Coming Down,1999,Type O Negative,44
0.286,0.764,6,-6.766,1,0.0523,0.00294,0.00635,0.0505,0.0626,106.144,audio_features,1iVj5rYcMxPQ92ABzE5l2B,spotify:track:1iVj5rYcMxPQ92ABzE5l2B,https://api.spotify.com/v1/tracks/1iVj5rYcMxPQ92ABzE5l2B,https://api.spotify.com/v1/audio-analysis/1iVj5rYcMxPQ92ABzE5l2B,670173,4,World Coming Down,World Coming Down,1999,Type O Negative,44
0.288,0.809,0,-7.237,1,0.106,0.0331,0.0123,0.0691,0.0601,129.858,audio_features,3hKXSjNkFMpY0Yk4vYk1A7,spotify:track:3hKXSjNkFMpY0Yk4vYk1A7,https://api.spotify.com/v1/tracks/3hKXSjNkFMpY0Yk4vYk1A7,https://api.spotify.com/v1/audio-analysis/3hKXSjNkFMpY0Yk4vYk1A7,416600,4,Creepy Green Light,World Coming Down,1999,Type O Negative,44
0.249,0.817,11,-7.975,1,0.0707,0.00927,0.0715,0.158,0.226,166.263,audio_features,708b4yGsLuBrHlrm1zZQBJ,spotify:track:708b4yGsLuBrHlrm1zZQBJ,https://api.spotify.com/v1/tracks/708b4yGsLuBrHlrm1zZQBJ,https://api.spotify.com/v1/audio-analysis/708b4yGsLuBrHlrm1zZQBJ,463768,4,Everything Dies,World Coming Down,1999,Type O Negative,44
0.268,0.154,1,-24.41,1,0.142,0.393,0.206,0.203,0.0623,178.879,audio_features,0tF4QgXi6I7a9zwPAaRInA,spotify:track:0tF4QgXi6I7a9zwPAaRInA,https://api.spotify.com/v1/tracks/0tF4QgXi6I7a9zwPAaRInA,https://api.spotify.com/v1/audio-analysis/0tF4QgXi6I7a9zwPAaRInA,96058,5,Lung,World Coming Down,1999,Type O Negative,44
0.338,0.966,1,-5.999,1,0.0745,0.00128,0.0822,0.27,0.347,109.741,audio_features,3kOl8elYophLlBuDIaH8gb,spotify:track:3kOl8elYophLlBuDIaH8gb,https://api.spotify.com/v1/tracks/3kOl8elYophLlBuDIaH8gb,https://api.spotify.com/v1/audio-analysis/3kOl8elYophLlBuDIaH8gb,417440,4,Pyretta Blaze,World Coming Down,1999,Type O Negative,44
0.279,0.854,9,-7.141,1,0.163,0.00486,0.00223,0.0601,0.219,145.765,audio_features,6jTpj6yGuX2Bp8L21GD4pf,spotify:track:6jTpj6yGuX2Bp8L21GD4pf,https://api.spotify.com/v1/tracks/6jTpj6yGuX2Bp8L21GD4pf,https://api.spotify.com/v1/audio-analysis/6jTpj6yGuX2Bp8L21GD4pf,515933,3,All Hallows Eve,World Coming Down,1999,Type O Negative,44
0.26,0.901,6,-4.896,1,0.0553,0.0231,2.7e-05,0.202,0.247,108.24,audio_features,2PPCAZ1iB0a2lS1NeWU1f9,spotify:track:2PPCAZ1iB0a2lS1NeWU1f9,https://api.spotify.com/v1/tracks/2PPCAZ1iB0a2lS1NeWU1f9,https://api.spotify.com/v1/audio-analysis/2PPCAZ1iB0a2lS1NeWU1f9,422067,4,Day Tripper - Medley,World Coming Down,1999,Type O Negative,44
0.267,0.936,11,-6.517,1,0.134,0.00681,0.253,0.721,0.113,133.286,audio_features,3GJDbEgfpGKs8y7urY5Epm,spotify:track:3GJDbEgfpGKs8y7urY5Epm,https://api.spotify.com/v1/tracks/3GJDbEgfpGKs8y7urY5Epm,https://api.spotify.com/v1/audio-analysis/3GJDbEgfpGKs8y7urY5Epm,756547,4,Unsuccessfully Coping with the Natural Beauty of Infidelity,"Slow, Deep and Hard",1991,Type O Negative,29
0.298,0.668,6,-15.589,0,0.0864,0.0521,0.214,0.13,0.0891,106.224,audio_features,2HgmZWuTfWbIqutiuhrgeD,spotify:track:2HgmZWuTfWbIqutiuhrgeD,https://api.spotify.com/v1/tracks/2HgmZWuTfWbIqutiuhrgeD,https://api.spotify.com/v1/audio-analysis/2HgmZWuTfWbIqutiuhrgeD,534707,4,Der Untermensch,"Slow, Deep and Hard",1991,Type O Negative,29
0.288,0.759,2,-15.57,1,0.109,0.00346,0.0297,0.173,0.0744,94.625,audio_features,3lTjRnyhAcLVIM4UUBRbZF,spotify:track:3lTjRnyhAcLVIM4UUBRbZF,https://api.spotify.com/v1/tracks/3lTjRnyhAcLVIM4UUBRbZF,https://api.spotify.com/v1/audio-analysis/3lTjRnyhAcLVIM4UUBRbZF,466000,4,Xero Tolerance,"Slow, Deep and Hard",1991,Type O Negative,29
0.293,0.635,2,-16.697,1,0.0545,0.0225,0.239,0.372,0.15,132.486,audio_features,0Kfe7oO2G5nP8290BKgov7,spotify:track:0Kfe7oO2G5nP8290BKgov7,https://api.spotify.com/v1/tracks/0Kfe7oO2G5nP8290BKgov7,https://api.spotify.com/v1/audio-analysis/0Kfe7oO2G5nP8290BKgov7,735027,4,Prelude to Agony,"Slow, Deep and Hard",1991,Type O Negative,29
0.192,0.243,11,-23.801,1,0.0665,0.906,0.636,0.333,0.0909,127.89,audio_features,57VTskRbYsJ0zFM3ApSS4k,spotify:track:57VTskRbYsJ0zFM3ApSS4k,https://api.spotify.com/v1/tracks/57VTskRbYsJ0zFM3ApSS4k,https://api.spotify.com/v1/audio-analysis/57VTskRbYsJ0zFM3ApSS4k,404440,3,Glass Walls of Limbo - Dance Mix,"Slow, Deep and Hard",1991,Type O Negative,29
0,0,1,-60.0,1,0,0,0,0,0,0,audio_features,7gTpgCR6HVHSmIcjLMfwP9,spotify:track:7gTpgCR6HVHSmIcjLMfwP9,https://api.spotify.com/v1/tracks/7gTpgCR6HVHSmIcjLMfwP9,https://api.spotify.com/v1/audio-analysis/7gTpgCR6HVHSmIcjLMfwP9,64200,0,The Misinterpretation of Silence and Its Disastrous Consequences,"Slow, Deep and Hard",1991,Type O Negative,29
0.378,0.673,6,-15.12,0,0.062,0.0979,0.143,0.143,0.234,121.008,audio_features,2CuNl1UElmH0Sasnp2Bdhg,spotify:track:2CuNl1UElmH0Sasnp2Bdhg,https://api.spotify.com/v1/tracks/2CuNl1UElmH0Sasnp2Bdhg,https://api.spotify.com/v1/audio-analysis/2CuNl1UElmH0Sasnp2Bdhg,554560,4,Gravitational Constant: G = 6.67 x 10⁻⁸ cm⁻³ gm⁻¹ sec⁻²,"Slow, Deep and Hard",1991,Type O Negative,29
0.187,0.447,4,-15.92,0,0.0419,0.843,0.972,0.236,0.195,165.052,audio_features,3QYKEE8zhMba8a38qulq9p,spotify:track:3QYKEE8zhMba8a38qulq9p,https://api.spotify.com/v1/tracks/3QYKEE8zhMba8a38qulq9p,https://api.spotify.com/v1/audio-analysis/3QYKEE8zhMba8a38qulq9p,120267,3,Darkness Our Bride [Jugular Wedding],The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.185,0.941,2,-14.129,1,0.0554,2.28e-06,0.834,0.265,0.237,117.731,audio_features,36rfJi0U771kCXUXVozmKf,spotify:track:36rfJi0U771kCXUXVozmKf,https://api.spotify.com/v1/tracks/36rfJi0U771kCXUXVozmKf,https://api.spotify.com/v1/audio-analysis/36rfJi0U771kCXUXVozmKf,274733,4,Principle Of Evil Made Flesh,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.231,0.904,2,-14.667,1,0.0567,1.02e-05,0.16,0.146,0.25,141.062,audio_features,39KAA4qcUwhb9KZliy0nYC,spotify:track:39KAA4qcUwhb9KZliy0nYC,https://api.spotify.com/v1/tracks/39KAA4qcUwhb9KZliy0nYC,https://api.spotify.com/v1/audio-analysis/39KAA4qcUwhb9KZliy0nYC,306693,4,Forest Whispers My Name,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.11,0.333,3,-15.864,1,0.0385,0.00102,0.95,0.115,0.124,53.363,audio_features,6Xyxc4VwcpjzjVOP1xJorv,spotify:track:6Xyxc4VwcpjzjVOP1xJorv,https://api.spotify.com/v1/tracks/6Xyxc4VwcpjzjVOP1xJorv,https://api.spotify.com/v1/audio-analysis/6Xyxc4VwcpjzjVOP1xJorv,153267,4,Iscariot,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.165,0.754,7,-14.834,1,0.0751,2.82e-05,0.000424,0.062,0.226,177.006,audio_features,6tDL5TSVmbGpL8Q7X23vsT,spotify:track:6tDL5TSVmbGpL8Q7X23vsT,https://api.spotify.com/v1/tracks/6tDL5TSVmbGpL8Q7X23vsT,https://api.spotify.com/v1/audio-analysis/6tDL5TSVmbGpL8Q7X23vsT,408440,3,Black Goddess Rises,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.344,0.213,8,-14.004,1,0.0398,0.524,0.265,0.121,0.0352,109.876,audio_features,4W23xDX5Htxd7iPlHbXKUy,spotify:track:4W23xDX5Htxd7iPlHbXKUy,https://api.spotify.com/v1/tracks/4W23xDX5Htxd7iPlHbXKUy,https://api.spotify.com/v1/audio-analysis/4W23xDX5Htxd7iPlHbXKUy,135067,4,One Final Graven Kiss,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
0.241,0.937,2,-14.659,1,0.0825,5.76e-06,0.575,0.323,0.0571,143.513,audio_features,2lRRO8OQ47YNjePsQHwgr0,spotify:track:2lRRO8OQ47YNjePsQHwgr0,https://api.spotify.com/v1/tracks/2lRRO8OQ47YNjePsQHwgr0,https://api.spotify.com/v1/audio-analysis/2lRRO8OQ47YNjePsQHwgr0,330493,4,Crescendo Of Passion Bleeding,The Principle Of Evil Made Flesh,1994,Cradle Of Filth,32
