danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album,year,artist,album_popularity
0.663,0.482,1,-12.093,1,0.0479,0.186,0,0.0521,0.314,144.13,audio_features,7C0rG4oWO7VeZcffyW1sK9,spotify:track:7C0rG4oWO7VeZcffyW1sK9,https://api.spotify.com/v1/tracks/7C0rG4oWO7VeZcffyW1sK9,https://api.spotify.com/v1/audio-analysis/7C0rG4oWO7VeZcffyW1sK9,328707,4,Mr. Roboto,Kilroy Was Here,1983,Styx,53
0.693,0.584,7,-12.396,0,0.0366,0.0471,0,0.358,0.815,140.672,audio_features,7jdzqJROITSw3AUZYUKR4G,spotify:track:7jdzqJROITSw3AUZYUKR4G,https://api.spotify.com/v1/tracks/7jdzqJROITSw3AUZYUKR4G,https://api.spotify.com/v1/audio-analysis/7jdzqJROITSw3AUZYUKR4G,267027,4,Cold War,Kilroy Was Here,1983,Styx,53
0.41,0.24,1,-14.55,1,0.0318,0.318,2e-06,0.0741,0.167,112.808,audio_features,0huaODTI1xKsfJJk8EJEkf,spotify:track:0huaODTI1xKsfJJk8EJEkf,https://api.spotify.com/v1/tracks/0huaODTI1xKsfJJk8EJEkf,https://api.spotify.com/v1/audio-analysis/0huaODTI1xKsfJJk8EJEkf,296107,4,Don't Let It End,Kilroy Was Here,1983,Styx,53
0.685,0.506,1,-12.09,1,0.0389,0.0765,0,0.108,0.913,121.449,audio_features,3L6QNpfmdYuIG1ey3RqMDb,spotify:track:3L6QNpfmdYuIG1ey3RqMDb,https://api.spotify.com/v1/tracks/3L6QNpfmdYuIG1ey3RqMDb,https://api.spotify.com/v1/audio-analysis/3L6QNpfmdYuIG1ey3RqMDb,273027,4,High Time,Kilroy Was Here,1983,Styx,53
0.302,0.729,5,-11.357,1,0.0482,0.0031,1.64e-05,0.675,0.559,79.735,audio_features,3t3GVcoiHTVaFlULmFltut,spotify:track:3t3GVcoiHTVaFlULmFltut,https://api.spotify.com/v1/tracks/3t3GVcoiHTVaFlULmFltut,https://api.spotify.com/v1/audio-analysis/3t3GVcoiHTVaFlULmFltut,297401,4,Heavy Metal Poisoning,Kilroy Was Here,1983,Styx,53
0.327,0.315,9,-15.807,0,0.0329,0.366,1.22e-06,0.0447,0.0961,95.152,audio_features,3T68QuCd1neAsLURCSveGH,spotify:track:3T68QuCd1neAsLURCSveGH,https://api.spotify.com/v1/tracks/3T68QuCd1neAsLURCSveGH,https://api.spotify.com/v1/audio-analysis/3T68QuCd1neAsLURCSveGH,366933,4,Just Get Through This Night,Kilroy Was Here,1983,Styx,53
0.672,0.34,0,-15.154,1,0.0348,0.0965,0,0.123,0.407,104.819,audio_features,6PLWS2ybRcCUQIQsNWgwCm,spotify:track:6PLWS2ybRcCUQIQsNWgwCm,https://api.spotify.com/v1/tracks/6PLWS2ybRcCUQIQsNWgwCm,https://api.spotify.com/v1/audio-analysis/6PLWS2ybRcCUQIQsNWgwCm,226333,4,Double Life,Kilroy Was Here,1983,Styx,53
0.347,0.26,11,-12.735,0,0.0304,0.325,0,0.335,0.225,145.023,audio_features,0zagvII3tbt25HbQ9ZJHI6,spotify:track:0zagvII3tbt25HbQ9ZJHI6,https://api.spotify.com/v1/tracks/0zagvII3tbt25HbQ9ZJHI6,https://api.spotify.com/v1/audio-analysis/0zagvII3tbt25HbQ9ZJHI6,246560,3,Haven't We Been Here Before?,Kilroy Was Here,1983,Styx,53
0.305,0.753,6,-12.238,1,0.0493,0.118,0,0.25,0.197,162.073,audio_features,443xdtYEYS73IYRhZqEVEv,spotify:track:443xdtYEYS73IYRhZqEVEv,https://api.spotify.com/v1/tracks/443xdtYEYS73IYRhZqEVEv,https://api.spotify.com/v1/audio-analysis/443xdtYEYS73IYRhZqEVEv,142533,4,Don't Let It End,Kilroy Was Here,1983,Styx,53
0.337,0.124,9,-28.22,1,0.0483,0.993,0.9,0.087,0.865,111.683,audio_features,7EpnrEyIzuSgyee4AANsQ5,spotify:track:7EpnrEyIzuSgyee4AANsQ5,https://api.spotify.com/v1/tracks/7EpnrEyIzuSgyee4AANsQ5,https://api.spotify.com/v1/audio-analysis/7EpnrEyIzuSgyee4AANsQ5,133000,4,English Suite No.1 in A major BWV 806: 1. Prélude,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.244,0.0996,9,-29.421,1,0.0476,0.992,0.841,0.0963,0.466,133.345,audio_features,6X7nDCV1Al07glKnAZ0L4j,spotify:track:6X7nDCV1Al07glKnAZ0L4j,https://api.spotify.com/v1/tracks/6X7nDCV1Al07glKnAZ0L4j,https://api.spotify.com/v1/audio-analysis/6X7nDCV1Al07glKnAZ0L4j,244293,4,English Suite No.1 in A major BWV 806: 2. Allemande,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.418,0.17,9,-26.821,1,0.0471,0.992,0.886,0.118,0.85,84.134,audio_features,0PRqpFFyl988Ej2V30aKem,spotify:track:0PRqpFFyl988Ej2V30aKem,https://api.spotify.com/v1/tracks/0PRqpFFyl988Ej2V30aKem,https://api.spotify.com/v1/audio-analysis/0PRqpFFyl988Ej2V30aKem,90173,3,English Suite No.1 in A major BWV 806: 3. Courante I,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.413,0.162,9,-24.583,1,0.0434,0.993,0.881,0.118,0.808,77.071,audio_features,6elWqCDUhk4sSAPnOJqCvc,spotify:track:6elWqCDUhk4sSAPnOJqCvc,https://api.spotify.com/v1/tracks/6elWqCDUhk4sSAPnOJqCvc,https://api.spotify.com/v1/audio-analysis/6elWqCDUhk4sSAPnOJqCvc,178027,4,English Suite No.1 in A major BWV 806: 4. Courante II avec deux Doubles,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.378,0.0133,9,-32.807,1,0.0438,0.994,0.906,0.0745,0.252,109.31,audio_features,6dswVEOeXrPWJLCOSYx4zY,spotify:track:6dswVEOeXrPWJLCOSYx4zY,https://api.spotify.com/v1/tracks/6dswVEOeXrPWJLCOSYx4zY,https://api.spotify.com/v1/audio-analysis/6dswVEOeXrPWJLCOSYx4zY,235867,4,English Suite No.1 in A major BWV 806: 5. Sarabande,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.461,0.162,9,-26.45,1,0.0461,0.994,0.891,0.157,0.895,105.185,audio_features,3eVNHvFrW1w2kKvtKZLSOk,spotify:track:3eVNHvFrW1w2kKvtKZLSOk,https://api.spotify.com/v1/tracks/3eVNHvFrW1w2kKvtKZLSOk,https://api.spotify.com/v1/audio-analysis/3eVNHvFrW1w2kKvtKZLSOk,251200,4,English Suite No.1 in A major BWV 806: 6. Bourrée I & Bourrée II,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.368,0.197,9,-24.995,1,0.0415,0.991,0.839,0.109,0.895,103.44,audio_features,3tJwBT7EKzgSNl83KluVit,spotify:track:3tJwBT7EKzgSNl83KluVit,https://api.spotify.com/v1/tracks/3tJwBT7EKzgSNl83KluVit,https://api.spotify.com/v1/audio-analysis/3tJwBT7EKzgSNl83KluVit,144760,4,English Suite No.1 in A major BWV 806: 7. Gigue,The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.38,0.18,10,-24.569,1,0.0355,0.993,0.903,0.109,0.781,98.364,audio_features,2TPk2sbzSJAgO4HW7IWq16,spotify:track:2TPk2sbzSJAgO4HW7IWq16,https://api.spotify.com/v1/tracks/2TPk2sbzSJAgO4HW7IWq16,https://api.spotify.com/v1/audio-analysis/2TPk2sbzSJAgO4HW7IWq16,199467,4,"English Suite No.3 in G minor, BWV 808: 1. Prélude",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.261,0.115,7,-30.354,0,0.049,0.99,0.882,0.157,0.42,127.217,audio_features,0suaiX6KFEeSVLGqMa1EH7,spotify:track:0suaiX6KFEeSVLGqMa1EH7,https://api.spotify.com/v1/tracks/0suaiX6KFEeSVLGqMa1EH7,https://api.spotify.com/v1/audio-analysis/0suaiX6KFEeSVLGqMa1EH7,194373,4,"English Suite No.3 in G minor, BWV 808: 2. Allemande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.39,0.239,7,-25.083,0,0.0397,0.99,0.89,0.118,0.892,102.684,audio_features,4b4lLTTzoSLyckotGcDnNe,spotify:track:4b4lLTTzoSLyckotGcDnNe,https://api.spotify.com/v1/tracks/4b4lLTTzoSLyckotGcDnNe,https://api.spotify.com/v1/audio-analysis/4b4lLTTzoSLyckotGcDnNe,122160,3,"English Suite No.3 in G minor, BWV 808: 3. Courante",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.297,0.0248,7,-27.831,0,0.0609,0.993,0.915,0.113,0.107,81.22,audio_features,2yRVesW1JHVuLNQMt38FqS,spotify:track:2yRVesW1JHVuLNQMt38FqS,https://api.spotify.com/v1/tracks/2yRVesW1JHVuLNQMt38FqS,https://api.spotify.com/v1/audio-analysis/2yRVesW1JHVuLNQMt38FqS,225267,4,"English Suite No.3 in G minor, BWV 808: 4. Sarabande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.423,0.156,7,-28.06,0,0.0517,0.993,0.924,0.159,0.677,85.845,audio_features,4RUfZHQFhdkNrlKvGF3TzF,spotify:track:4RUfZHQFhdkNrlKvGF3TzF,https://api.spotify.com/v1/tracks/4RUfZHQFhdkNrlKvGF3TzF,https://api.spotify.com/v1/audio-analysis/4RUfZHQFhdkNrlKvGF3TzF,201000,4,"English Suite No.3 in G minor, BWV 808: 5. Gavotte I - Gavotte II ou la musette",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.418,0.289,2,-24.353,0,0.0453,0.991,0.883,0.222,0.936,102.833,audio_features,1QDiaWv2lHafs2TImyHAQu,spotify:track:1QDiaWv2lHafs2TImyHAQu,https://api.spotify.com/v1/tracks/1QDiaWv2lHafs2TImyHAQu,https://api.spotify.com/v1/audio-analysis/1QDiaWv2lHafs2TImyHAQu,161067,4,"English Suite No.3 in G minor, BWV 808: 6. Gigue",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.219,0.269,4,-22.562,0,0.0488,0.993,0.89,0.0949,0.897,164.914,audio_features,3QoX9SrZXKm6vbsuajYdiv,spotify:track:3QoX9SrZXKm6vbsuajYdiv,https://api.spotify.com/v1/tracks/3QoX9SrZXKm6vbsuajYdiv,https://api.spotify.com/v1/audio-analysis/3QoX9SrZXKm6vbsuajYdiv,351000,3,"English Suite No.5 in E minor, BWV 810: 1. Prélude",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.264,0.0861,4,-30.525,0,0.0523,0.991,0.911,0.0915,0.572,118.777,audio_features,6uUOa9JP97X0CQVSufygiT,spotify:track:6uUOa9JP97X0CQVSufygiT,https://api.spotify.com/v1/tracks/6uUOa9JP97X0CQVSufygiT,https://api.spotify.com/v1/audio-analysis/6uUOa9JP97X0CQVSufygiT,206640,4,"English Suite No.5 in E minor, BWV 810: 2. Allemande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.431,0.203,4,-22.828,0,0.0426,0.992,0.876,0.104,0.897,92.699,audio_features,34aryXr5s7xNVBicpvprQ9,spotify:track:34aryXr5s7xNVBicpvprQ9,https://api.spotify.com/v1/tracks/34aryXr5s7xNVBicpvprQ9,https://api.spotify.com/v1/audio-analysis/34aryXr5s7xNVBicpvprQ9,119493,3,"English Suite No.5 in E minor, BWV 810: 3. Courante",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.359,0.0286,4,-33.042,0,0.0669,0.995,0.933,0.0867,0.236,84.271,audio_features,3fSGKru4b4AMMi9Hn7yx7l,spotify:track:3fSGKru4b4AMMi9Hn7yx7l,https://api.spotify.com/v1/tracks/3fSGKru4b4AMMi9Hn7yx7l,https://api.spotify.com/v1/audio-analysis/3fSGKru4b4AMMi9Hn7yx7l,213267,4,"English Suite No.5 in E minor, BWV 810: 4. Sarabande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.3,0.118,4,-30.379,0,0.0442,0.992,0.917,0.164,0.801,96.739,audio_features,3uDINm9CVsASbfVAFiOR8f,spotify:track:3uDINm9CVsASbfVAFiOR8f,https://api.spotify.com/v1/tracks/3uDINm9CVsASbfVAFiOR8f,https://api.spotify.com/v1/audio-analysis/3uDINm9CVsASbfVAFiOR8f,199240,4,"English Suite No.5 in E minor, BWV 810: 5. Passepied I en Rondeau & Passepied II",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.345,0.231,4,-22.473,0,0.0357,0.993,0.883,0.0839,0.893,93.717,audio_features,3hKCrYyIaqqne37vKpK5Oz,spotify:track:3hKCrYyIaqqne37vKpK5Oz,https://api.spotify.com/v1/tracks/3hKCrYyIaqqne37vKpK5Oz,https://api.spotify.com/v1/audio-analysis/3hKCrYyIaqqne37vKpK5Oz,198373,4,"English Suite No.5 in E minor, BWV 810: 6. Gigue",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.353,0.265,9,-23.885,0,0.0426,0.993,0.88,0.119,0.773,106.268,audio_features,1OMbe1dwU6jGk03jUCcBJ3,spotify:track:1OMbe1dwU6jGk03jUCcBJ3,https://api.spotify.com/v1/tracks/1OMbe1dwU6jGk03jUCcBJ3,https://api.spotify.com/v1/audio-analysis/1OMbe1dwU6jGk03jUCcBJ3,293693,4,"English Suite No.2 in A minor, BWV 807: 1. Prelude",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.278,0.0784,9,-30.525,0,0.0464,0.991,0.873,0.0707,0.562,128.019,audio_features,4jOrVPvsjQz78jeMxeOTDK,spotify:track:4jOrVPvsjQz78jeMxeOTDK,https://api.spotify.com/v1/tracks/4jOrVPvsjQz78jeMxeOTDK,https://api.spotify.com/v1/audio-analysis/4jOrVPvsjQz78jeMxeOTDK,195533,4,"English Suite No.2 in A minor, BWV 807: 2. Allemande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.295,0.282,0,-24.895,1,0.0444,0.989,0.864,0.111,0.884,99.497,audio_features,2AU49A6j3iCiFMBtHHyQQH,spotify:track:2AU49A6j3iCiFMBtHHyQQH,https://api.spotify.com/v1/tracks/2AU49A6j3iCiFMBtHHyQQH,https://api.spotify.com/v1/audio-analysis/2AU49A6j3iCiFMBtHHyQQH,98467,3,"English Suite No.2 in A minor, BWV 807: 3. Courante",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.414,0.0223,0,-31.354,1,0.0579,0.993,0.9,0.0698,0.28,96.117,audio_features,3aoCKY2G2605off3Oaeeh4,spotify:track:3aoCKY2G2605off3Oaeeh4,https://api.spotify.com/v1/tracks/3aoCKY2G2605off3Oaeeh4,https://api.spotify.com/v1/audio-analysis/3aoCKY2G2605off3Oaeeh4,227893,4,"English Suite No.2 in A minor, BWV 807: 4. Sarabande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.367,0.229,9,-25.132,0,0.0475,0.991,0.901,0.147,0.905,114.196,audio_features,5OekQlBt9q3Ohr0P33r9T1,spotify:track:5OekQlBt9q3Ohr0P33r9T1,https://api.spotify.com/v1/tracks/5OekQlBt9q3Ohr0P33r9T1,https://api.spotify.com/v1/audio-analysis/5OekQlBt9q3Ohr0P33r9T1,241333,4,"English Suite No.2 in A minor, BWV 807: 5. Bourrée I & II",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.386,0.237,0,-25.115,1,0.0475,0.993,0.871,0.116,0.934,102.64,audio_features,2kVkqbjNIzmLJsbOGUhzUO,spotify:track:2kVkqbjNIzmLJsbOGUhzUO,https://api.spotify.com/v1/tracks/2kVkqbjNIzmLJsbOGUhzUO,https://api.spotify.com/v1/audio-analysis/2kVkqbjNIzmLJsbOGUhzUO,203400,3,"English Suite No.2 in A minor, BWV 807: 6. Gigue",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.414,0.225,5,-25.326,1,0.0443,0.991,0.883,0.132,0.937,98.689,audio_features,3q62CViuHCqw5Jypx314vA,spotify:track:3q62CViuHCqw5Jypx314vA,https://api.spotify.com/v1/tracks/3q62CViuHCqw5Jypx314vA,https://api.spotify.com/v1/audio-analysis/3q62CViuHCqw5Jypx314vA,267827,4,"English Suite No.4 in F, BWV 809: 1. Prélude",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.255,0.0572,5,-32.771,1,0.0454,0.991,0.91,0.0826,0.612,117.96,audio_features,6KMHfJjwQmPJ3PMgzloFEu,spotify:track:6KMHfJjwQmPJ3PMgzloFEu,https://api.spotify.com/v1/tracks/6KMHfJjwQmPJ3PMgzloFEu,https://api.spotify.com/v1/audio-analysis/6KMHfJjwQmPJ3PMgzloFEu,202800,4,"English Suite No.4 in F, BWV 809: 2. Allemande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.336,0.17,5,-26.431,1,0.0437,0.99,0.834,0.0893,0.888,91.415,audio_features,7uAG6C2ON8L8NSsX7gTdAR,spotify:track:7uAG6C2ON8L8NSsX7gTdAR,https://api.spotify.com/v1/tracks/7uAG6C2ON8L8NSsX7gTdAR,https://api.spotify.com/v1/audio-analysis/7uAG6C2ON8L8NSsX7gTdAR,88667,4,"English Suite No.4 in F, BWV 809: 3. Courante",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.395,0.00868,5,-34.706,1,0.0681,0.994,0.936,0.0994,0.271,80.281,audio_features,2PE4z2qzJ00E7r5zDy5Ckt,spotify:track:2PE4z2qzJ00E7r5zDy5Ckt,https://api.spotify.com/v1/tracks/2PE4z2qzJ00E7r5zDy5Ckt,https://api.spotify.com/v1/audio-analysis/2PE4z2qzJ00E7r5zDy5Ckt,237027,3,"English Suite No.4 in F, BWV 809: 4. Sarabande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.298,0.105,2,-28.975,0,0.0372,0.989,0.914,0.117,0.77,146.48,audio_features,7r9a13kfTLcYmWaw14OpE1,spotify:track:7r9a13kfTLcYmWaw14OpE1,https://api.spotify.com/v1/tracks/7r9a13kfTLcYmWaw14OpE1,https://api.spotify.com/v1/audio-analysis/7r9a13kfTLcYmWaw14OpE1,198373,4,"English Suite No.4 in F, BWV 809: 5. Menuet I-II",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.483,0.299,5,-26.293,1,0.0549,0.992,0.904,0.101,0.962,95.815,audio_features,0PQvSKqJcWPD0HQ5PAwdyf,spotify:track:0PQvSKqJcWPD0HQ5PAwdyf,https://api.spotify.com/v1/tracks/0PQvSKqJcWPD0HQ5PAwdyf,https://api.spotify.com/v1/audio-analysis/0PQvSKqJcWPD0HQ5PAwdyf,200733,4,"English Suite No.4 in F, BWV 809: 6. Gigue",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.334,0.143,2,-24.812,0,0.0376,0.99,0.853,0.16,0.532,113.885,audio_features,0syIo30uK5g5RFyUfaL9zD,spotify:track:0syIo30uK5g5RFyUfaL9zD,https://api.spotify.com/v1/tracks/0syIo30uK5g5RFyUfaL9zD,https://api.spotify.com/v1/audio-analysis/0syIo30uK5g5RFyUfaL9zD,518360,4,"English Suite No.6 in D minor, BWV 811: 1. Prélude",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.285,0.0668,2,-30.784,0,0.0409,0.991,0.829,0.103,0.224,99.852,audio_features,0NlxwVe558McwZCHyF0iDY,spotify:track:0NlxwVe558McwZCHyF0iDY,https://api.spotify.com/v1/tracks/0NlxwVe558McwZCHyF0iDY,https://api.spotify.com/v1/audio-analysis/0NlxwVe558McwZCHyF0iDY,247240,3,"English Suite No.6 in D minor, BWV 811: 2. Allemande",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.285,0.192,2,-25.715,0,0.0429,0.988,0.907,0.142,0.798,90.69,audio_features,5BlY4pn8QbOBeJza432HLe,spotify:track:5BlY4pn8QbOBeJza432HLe,https://api.spotify.com/v1/tracks/5BlY4pn8QbOBeJza432HLe,https://api.spotify.com/v1/audio-analysis/5BlY4pn8QbOBeJza432HLe,134467,3,"English Suite No.6 in D minor, BWV 811: 3. Courante",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.314,0.0292,2,-28.262,0,0.0797,0.991,0.879,0.0845,0.163,178.447,audio_features,0Q5wO8zR5HCpgdibsj0Npa,spotify:track:0Q5wO8zR5HCpgdibsj0Npa,https://api.spotify.com/v1/tracks/0Q5wO8zR5HCpgdibsj0Npa,https://api.spotify.com/v1/audio-analysis/0Q5wO8zR5HCpgdibsj0Npa,219893,4,"English Suite No.6 in D minor, BWV 811: 4. Sarabande & 5. Double",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.307,0.144,7,-30.91,1,0.0398,0.991,0.923,0.154,0.559,149.392,audio_features,2LXqwPt5bVgh5St0ZQI4XW,spotify:track:2LXqwPt5bVgh5St0ZQI4XW,https://api.spotify.com/v1/tracks/2LXqwPt5bVgh5St0ZQI4XW,https://api.spotify.com/v1/audio-analysis/2LXqwPt5bVgh5St0ZQI4XW,239133,4,"English Suite No.6 in D minor, BWV 811: 6. Gavotte I-II",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.349,0.271,2,-22.756,0,0.0441,0.989,0.878,0.122,0.866,124.38,audio_features,7GPXfSEGQFvXbQjcCzk9d5,spotify:track:7GPXfSEGQFvXbQjcCzk9d5,https://api.spotify.com/v1/tracks/7GPXfSEGQFvXbQjcCzk9d5,https://api.spotify.com/v1/audio-analysis/7GPXfSEGQFvXbQjcCzk9d5,223973,4,"English Suite No.6 in D minor, BWV 811: 7. Gigue",The English Suites; Suites Nos.1 - 6,1988,Johann Sebastian Bach,33
0.571,0.833,1,-10.449,0,0.0484,9.74e-05,0.154,0.153,0.805,101.002,audio_features,38zaCNrIqHitg715FePQeK,spotify:track:38zaCNrIqHitg715FePQeK,https://api.spotify.com/v1/tracks/38zaCNrIqHitg715FePQeK,https://api.spotify.com/v1/audio-analysis/38zaCNrIqHitg715FePQeK,179133,4,It's a Lie,Motel California,1996,Ugly Kid Joe,28
0.597,0.693,1,-10.278,1,0.0333,0.000124,0.000371,0.25,0.816,128.138,audio_features,5EzF1b6EYylqOqD8vgHjSw,spotify:track:5EzF1b6EYylqOqD8vgHjSw,https://api.spotify.com/v1/tracks/5EzF1b6EYylqOqD8vgHjSw,https://api.spotify.com/v1/audio-analysis/5EzF1b6EYylqOqD8vgHjSw,145467,4,Dialogue,Motel California,1996,Ugly Kid Joe,28
0.658,0.79,8,-9.075,1,0.102,0.00246,9.92e-06,0.0485,0.739,150.039,audio_features,2oJ1RzLyCd4QWZ5Z6kwpgY,spotify:track:2oJ1RzLyCd4QWZ5Z6kwpgY,https://api.spotify.com/v1/tracks/2oJ1RzLyCd4QWZ5Z6kwpgY,https://api.spotify.com/v1/audio-analysis/2oJ1RzLyCd4QWZ5Z6kwpgY,164893,4,Sandwich,Motel California,1996,Ugly Kid Joe,28
0.367,0.914,10,-10.47,0,0.0808,0.00677,0.0115,0.414,0.348,138.605,audio_features,3H0c1f3PXAFUKN8at4leS5,spotify:track:3H0c1f3PXAFUKN8at4leS5,https://api.spotify.com/v1/tracks/3H0c1f3PXAFUKN8at4leS5,https://api.spotify.com/v1/audio-analysis/3H0c1f3PXAFUKN8at4leS5,98467,4,Rage Against the Answering Machine,Motel California,1996,Ugly Kid Joe,28
0.48,0.798,10,-8.73,0,0.0296,2.54e-05,2.22e-06,0.108,0.743,140.126,audio_features,5eIshN6swK1oFlmt4nQj8G,spotify:track:5eIshN6swK1oFlmt4nQj8G,https://api.spotify.com/v1/tracks/5eIshN6swK1oFlmt4nQj8G,https://api.spotify.com/v1/audio-analysis/5eIshN6swK1oFlmt4nQj8G,196267,4,Would You Like to Be There (feat. Jennifer Barry),Motel California,1996,Ugly Kid Joe,28
0.594,0.612,1,-9.3,1,0.0357,0.00018,0.00203,0.0579,0.406,126.046,audio_features,27q1OwC4LQMjvez27UsYzR,spotify:track:27q1OwC4LQMjvez27UsYzR,https://api.spotify.com/v1/tracks/27q1OwC4LQMjvez27UsYzR,https://api.spotify.com/v1/audio-analysis/27q1OwC4LQMjvez27UsYzR,240667,4,Little Red Man (feat. Lemmy Kilmister),Motel California,1996,Ugly Kid Joe,28
0.785,0.758,1,-9.906,1,0.0895,0.003,0.00826,0.0796,0.932,146.119,audio_features,29LebKCIqMPjNnCjeBknAc,spotify:track:29LebKCIqMPjNnCjeBknAc,https://api.spotify.com/v1/tracks/29LebKCIqMPjNnCjeBknAc,https://api.spotify.com/v1/audio-analysis/29LebKCIqMPjNnCjeBknAc,119840,4,Bicycle Wheels,Motel California,1996,Ugly Kid Joe,28
0.566,0.623,10,-9.152,0,0.0273,5.43e-05,0.00023,0.101,0.354,136.165,audio_features,5LFJv6N7ZvBU8ed19Cluwu,spotify:track:5LFJv6N7ZvBU8ed19Cluwu,https://api.spotify.com/v1/tracks/5LFJv6N7ZvBU8ed19Cluwu,https://api.spotify.com/v1/audio-analysis/5LFJv6N7ZvBU8ed19Cluwu,209800,4,Father,Motel California,1996,Ugly Kid Joe,28
0.469,0.496,1,-11.159,1,0.032,0.00375,0.629,0.193,0.141,136.042,audio_features,2Wp90mNMWwwdiqTfGc8FpY,spotify:track:2Wp90mNMWwwdiqTfGc8FpY,https://api.spotify.com/v1/tracks/2Wp90mNMWwwdiqTfGc8FpY,https://api.spotify.com/v1/audio-analysis/2Wp90mNMWwwdiqTfGc8FpY,269160,4,Undertow (feat. Angus Cooke),Motel California,1996,Ugly Kid Joe,28
0.644,0.642,11,-8.59,1,0.0298,5.72e-05,0.0041,0.0523,0.891,106.085,audio_features,5GLkO7RYCluul4d2dUUsRp,spotify:track:5GLkO7RYCluul4d2dUUsRp,https://api.spotify.com/v1/tracks/5GLkO7RYCluul4d2dUUsRp,https://api.spotify.com/v1/audio-analysis/5GLkO7RYCluul4d2dUUsRp,169800,4,Shine,Motel California,1996,Ugly Kid Joe,28
0.42,0.741,6,-8.945,0,0.0443,0.000542,0.0121,0.234,0.472,127.535,audio_features,2nn9S0WfsfBKOMK5Q5hwqi,spotify:track:2nn9S0WfsfBKOMK5Q5hwqi,https://api.spotify.com/v1/tracks/2nn9S0WfsfBKOMK5Q5hwqi,https://api.spotify.com/v1/audio-analysis/2nn9S0WfsfBKOMK5Q5hwqi,260467,4,Strange,Motel California,1996,Ugly Kid Joe,28
0.444,0.381,3,-19.342,0,0.0764,0.766,0.942,0.111,0.22,119.706,audio_features,5tIrD0mbCodnWfLziVAYZo,spotify:track:5tIrD0mbCodnWfLziVAYZo,https://api.spotify.com/v1/tracks/5tIrD0mbCodnWfLziVAYZo,https://api.spotify.com/v1/audio-analysis/5tIrD0mbCodnWfLziVAYZo,294907,4,12 Cents (feat. Tim Wheater),Motel California,1996,Ugly Kid Joe,28
0.513,0.898,4,-6.242,1,0.0524,0.00106,0.0212,0.791,0.61,140.452,audio_features,03ZwNF6FTvazNuOXNQf8k8,spotify:track:03ZwNF6FTvazNuOXNQf8k8,https://api.spotify.com/v1/tracks/03ZwNF6FTvazNuOXNQf8k8,https://api.spotify.com/v1/audio-analysis/03ZwNF6FTvazNuOXNQf8k8,387147,4,The Queen Is Dead - 2011 Remaster,The Queen Is Dead,1986,The Smiths,69
